cod_insersao;descricao;cod_kit;cod_sku;descricao_sku;segmento;serie;volume;usuario;cd_envio
PG26ZA126SD00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL SAE;-;PG26ZA126SD00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL SAE;INF;INF II;Volume 01;Aluno;Jundiaí - SP
PG26ZA126DB00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL DB;-;PG26ZA126DB00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL DB;INF;INF II;Volume 01;Aluno;Jundiaí - SP
PG26ZA126ZU00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL CELLULA MATER;-;PG26ZA126ZU00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL CELLULA MATER;INF;INF II;Volume 01;Aluno;Jundiaí - SP
PG26ZA126SE00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL SECULO;-;PG26ZA126SE00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL SECULO;INF;INF II;Volume 01;Aluno;Fortaleza - CE
PG26ZA126DL00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL DOM BOSCO BALSA;-;PG26ZA126DL00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL DOM BOSCO BALSA;INF;INF II;Volume 01;Aluno;Fortaleza - CE
PG26ZA126GA00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL GABARITO MG;-;PG26ZA126GA00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL GABARITO MG;INF;INF II;Volume 01;Aluno;Jundiaí - SP
PG26ZA126EE00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL ELO;-;PG26ZA126EE00;26 CAPA LV ALUNO INF 2 ANOS 1O VOL ELO;INF;INF II;Volume 01;Aluno;Fortaleza - CE
83101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;83101030101;-;-;-;-;-;-;Jundiaí - SP
83101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;83101030101;PG26LA136SD00;26 LV ALUNO INF 3 ANOS 1O VOL SAE;INF;INF III;Volume 01;Aluno;Jundiaí - SP
83101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;83101030101;PG26MA135SD00;26 MALETA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;-;Aluno;Jundiaí - SP
83101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;83101030101;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;83101030101;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030101;SAE ALUNO INF 3 ANOS SAE 1O VOL;83101030101;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
93101030101;DOM BOSCO ALUNO INF 3 ANOS 1O VOL;93101030101;-;-;-;-;-;-;Jundiaí - SP
93101030101;DOM BOSCO ALUNO INF 3 ANOS 1O VOL;93101030101;PG26LA136DB00;26 LV ALUNO INF 3 ANOS 1O VOL DB;INF;INF III;Volume 01;Aluno;Jundiaí - SP
93101030101;DOM BOSCO ALUNO INF 3 ANOS 1O VOL;93101030101;PG26MA135DB00;26 MALETA ALUNO INF 3 ANOS ANUAL DB;INF;INF III;-;Aluno;Jundiaí - SP
93101030101;DOM BOSCO ALUNO INF 3 ANOS 1O VOL;93101030101;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
93101030101;DOM BOSCO ALUNO INF 3 ANOS 1O VOL;93101030101;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Jundiaí - SP
93101030101;DOM BOSCO ALUNO INF 3 ANOS 1O VOL;93101030101;PG23BA135DB00;23 DATAS COMEMORATIVAS ALUNO INF 3 ANOS DB;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;83101030201;-;-;-;-;-;-;Jundiaí - SP
83101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;83101030201;PG26LA136ZU00;26 LV ALUNO INF 3 ANOS 1O VOL CELLULA MATER;INF;INF III;Volume 01;Aluno;Jundiaí - SP
83101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;83101030201;PG26MA135SD00;26 MALETA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;-;Aluno;Jundiaí - SP
83101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;83101030201;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;83101030201;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030201;CELLULA MATER ALUNO INF 3 ANOS 1O VOL;83101030201;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101031201;SECULO ALUNO INF 3 ANOS 1O VOL;83101031201;-;-;-;-;-;-;Fortaleza - CE
83101031201;SECULO ALUNO INF 3 ANOS 1O VOL;83101031201;PG26LA136SE00;26 LV ALUNO INF 3 ANOS 1O VOL SECULO;INF;INF III;Volume 01;Aluno;Fortaleza - CE
83101031201;SECULO ALUNO INF 3 ANOS 1O VOL;83101031201;PG26MA135SD00;26 MALETA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;-;Aluno;Fortaleza - CE
83101031201;SECULO ALUNO INF 3 ANOS 1O VOL;83101031201;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101031201;SECULO ALUNO INF 3 ANOS 1O VOL;83101031201;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101031201;SECULO ALUNO INF 3 ANOS 1O VOL;83101031201;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101031701;DOM BOSCO BALSA ALUNO INF 3 ANOS DOM BOSCO BALSA 1O VOL;83101031701;-;-;-;-;-;-;Fortaleza - CE
83101031701;DOM BOSCO BALSA ALUNO INF 3 ANOS DOM BOSCO BALSA 1O VOL;83101031701;PG26LA136DL00;26 LV ALUNO INF 3 ANOS 1O VOL DOM BOSCO BALSA;INF;INF III;Volume 01;Aluno;Fortaleza - CE
83101031701;DOM BOSCO BALSA ALUNO INF 3 ANOS DOM BOSCO BALSA 1O VOL;83101031701;PG26MA135SD00;26 MALETA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;-;Aluno;Fortaleza - CE
83101031701;DOM BOSCO BALSA ALUNO INF 3 ANOS DOM BOSCO BALSA 1O VOL;83101031701;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101031701;DOM BOSCO BALSA ALUNO INF 3 ANOS DOM BOSCO BALSA 1O VOL;83101031701;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101031701;DOM BOSCO BALSA ALUNO INF 3 ANOS DOM BOSCO BALSA 1O VOL;83101031701;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;83101030501;-;-;-;-;-;-;Jundiaí - SP
83101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;83101030501;PG26LA136GA00;26 LV ALUNO INF 3 ANOS 1O VOL GABARITO MG;INF;INF III;Volume 01;Aluno;Jundiaí - SP
83101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;83101030501;PG26MA135SD00;26 MALETA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;-;Aluno;Jundiaí - SP
83101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;83101030501;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;83101030501;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030501;GABARITO MG ALUNO INF 3 ANOS 1O VOL;83101030501;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101032601;MUNDO UP ALUNO INF 3 ANOS MUNDO UP 1O VOL;83101032601;-;-;-;-;-;-;Jundiaí - SP
83101032601;MUNDO UP ALUNO INF 3 ANOS MUNDO UP 1O VOL;83101032601;PG26LA136UP00;26 LV ALUNO INF 3 ANOS 1O VOL MUNDO UP;INF;INF III;Volume 01;Aluno;Jundiaí - SP
83101032601;MUNDO UP ALUNO INF 3 ANOS MUNDO UP 1O VOL;83101032601;PG26MA135SD00;26 MALETA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;-;Aluno;Jundiaí - SP
83101032601;MUNDO UP ALUNO INF 3 ANOS MUNDO UP 1O VOL;83101032601;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101032601;MUNDO UP ALUNO INF 3 ANOS MUNDO UP 1O VOL;83101032601;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101032601;MUNDO UP ALUNO INF 3 ANOS MUNDO UP 1O VOL;83101032601;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101031501;ELO ALUNO INF 3 ANOS ELO 1O VOL;83101031501;-;-;-;-;-;-;Fortaleza - CE
83101031501;ELO ALUNO INF 3 ANOS ELO 1O VOL;83101031501;PG26LA136EE00;26 LV ALUNO INF 3 ANOS 1O VOL ELO;INF;INF III;Volume 01;Aluno;Fortaleza - CE
83101031501;ELO ALUNO INF 3 ANOS ELO 1O VOL;83101031501;PG26MA135SD00;26 MALETA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;-;Aluno;Fortaleza - CE
83101031501;ELO ALUNO INF 3 ANOS ELO 1O VOL;83101031501;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101031501;ELO ALUNO INF 3 ANOS ELO 1O VOL;83101031501;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101031501;ELO ALUNO INF 3 ANOS ELO 1O VOL;83101031501;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Fortaleza - CE
83101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;83101030401;-;-;-;-;-;-;Jundiaí - SP
83101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;83101030401;PG26LA136FL00;26 LV ALUNO INF 3 ANOS 1O VOL FILOMENA;INF;INF III;Volume 01;Aluno;Jundiaí - SP
83101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;83101030401;PG26MA135SD00;26 MALETA ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;-;Aluno;Jundiaí - SP
83101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;83101030401;PG25SA135SD00;25 ELEMENTOS MONTAVEIS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;83101030401;PG25TA135SD00;25 TRILHA DE MEMORIAS ALUNO INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Aluno;Jundiaí - SP
83101030401;FILOMENA ALUNO INF 3 ANOS 1O VOL;83101030401;PG22BA135SD00;22 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL;INF;INF III;Volume único;Aluno;Jundiaí - SP
PG22LA135SDI0;22 LV ALUNO INF 3 ANOS ANUAL SAE INGLES;-;PG22LA135SDI0;22 LV ALUNO INF 3 ANOS ANUAL SAE INGLES;INF;INF III;Volume único;Aluno;Jundiaí - SP
PG22LA135DBI0;22 LV ALUNO INF 3 ANOS ANUAL DOM BOSCO INGLES;-;PG22LA135DBI0;22 LV ALUNO INF 3 ANOS ANUAL DB INGLES;INF;INF III;Volume único;Aluno;Jundiaí - SP
83102030101;SAE PROF INF 3 ANOS SAE 1O VOL;83102030101;-;-;-;-;-;-;Jundiaí - SP
83102030101;SAE PROF INF 3 ANOS SAE 1O VOL;83102030101;PG26LP136SD00;26 LV PROF INF 3 ANOS 1O VOL SAE;INF;INF III;Volume 01;Professor;Jundiaí - SP
83102030101;SAE PROF INF 3 ANOS SAE 1O VOL;83102030101;PG22MP135SD00;22 BOLSA PROFESSOR INF 3 ANOS ANUAL SAE;INF;INF III;-;Professor;Jundiaí - SP
83102030101;SAE PROF INF 3 ANOS SAE 1O VOL;83102030101;PG22SP135SD00;23 ELEMENTOS MONTAVEIS PROF INF 3 ANOS ANUAL;INF;INF III;Volume único;Professor;Jundiaí - SP
83102030101;SAE PROF INF 3 ANOS SAE 1O VOL;83102030101;PG26IP135SD00;26 ALFABETO E NUMERAIS ILUSTRADOS PROF INF 3 ANOS;INF;INF III;Volume único;Professor;Jundiaí - SP
83102030101;SAE PROF INF 3 ANOS SAE 1O VOL;83102030101;PG26KP135SD0D;26 CARTAZ ANIVERSARIANTES PROF INF 3 ANOS ANUAL SA;INF;INF III;Volume único;Professor;Jundiaí - SP
83102030101;SAE PROF INF 3 ANOS SAE 1O VOL;83102030101;PG26KP135SD0M;26 CARTAZ ALTURA PROF INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Professor;Jundiaí - SP
93102030101;DOM BOSCO PROF INF 3 ANOS DOM BOSCO 1O VOL;93102030101;-;-;-;-;-;-;Jundiaí - SP
93102030101;DOM BOSCO PROF INF 3 ANOS DOM BOSCO 1O VOL;93102030101;PG26LP136SD00;26 LV PROF INF 3 ANOS 1O VOL SAE;INF;INF III;Volume 01;Professor;Jundiaí - SP
93102030101;DOM BOSCO PROF INF 3 ANOS DOM BOSCO 1O VOL;93102030101;PG23MP135DB00;23 BOLSA PROFESSOR INF 3 ANOS ANUAL DB;INF;INF III;-;Professor;Jundiaí - SP
93102030101;DOM BOSCO PROF INF 3 ANOS DOM BOSCO 1O VOL;93102030101;PG22SP135SD00;23 ELEMENTOS MONTAVEIS PROF INF 3 ANOS ANUAL;INF;INF III;Volume único;Professor;Jundiaí - SP
93102030101;DOM BOSCO PROF INF 3 ANOS DOM BOSCO 1O VOL;93102030101;PG26IP135SD00;26 ALFABETO E NUMERAIS ILUSTRADOS PROF INF 3 ANOS;INF;INF III;Volume único;Professor;Jundiaí - SP
93102030101;DOM BOSCO PROF INF 3 ANOS DOM BOSCO 1O VOL;93102030101;PG26KP135SD0D;26 CARTAZ ANIVERSARIANTES PROF INF 3 ANOS ANUAL SA;INF;INF III;Volume único;Professor;Jundiaí - SP
93102030101;DOM BOSCO PROF INF 3 ANOS DOM BOSCO 1O VOL;93102030101;PG26KP135SD0M;26 CARTAZ ALTURA PROF INF 3 ANOS ANUAL SAE;INF;INF III;Volume único;Professor;Jundiaí - SP
PG22LP135SDI0;22 LV PROF INF 3 ANOS ANUAL SAE INGLES;-;PG22LP135SDI0;22 LV PROF INF 3 ANOS ANUAL SAE INGLES;INF;INF III;Volume único;Professor;Jundiaí - SP
PG26ZA136SD00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL SAE;-;PG26ZA136SD00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL SAE;INF;INF III;Volume 01;Aluno;Jundiaí - SP
PG26ZA136DB00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL DB;-;PG26ZA136DB00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL DB;INF;INF III;Volume 01;Aluno;Jundiaí - SP
PG26ZA136ZU00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL CELLULA MATER;-;PG26ZA136ZU00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL CELLULA MATER;INF;INF III;Volume 01;Aluno;Jundiaí - SP
PG26ZA136SE00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL SECULO;-;PG26ZA136SE00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL SECULO;INF;INF III;Volume 01;Aluno;Fortaleza - CE
PG26ZA136DL00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL DOM BOSCO BALSA;-;PG26ZA136DL00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL DOM BOSCO BALSA;INF;INF III;Volume 01;Aluno;Fortaleza - CE
PG26ZA136GA00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL GABARITO MG;-;PG26ZA136GA00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL GABARITO MG;INF;INF III;Volume 01;Aluno;Jundiaí - SP
PG26ZA136EE00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL ELO;-;PG26ZA136EE00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL ELO;INF;INF III;Volume 01;Aluno;Fortaleza - CE
PG26ZA136FL00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL FILOMENA;-;PG26ZA136FL00;26 CAPA LV ALUNO INF 3 ANOS 1O VOL FILOMENA;INF;INF III;Volume 01;Aluno;Jundiaí - SP
83101039801;KIT LITERATURA INF 3 ANOS;83101039801;-;-;-;-;-;-;Jundiaí - SP
83101039801;KIT LITERATURA INF 3 ANOS;83101039801;9,79E+12;-;-;-;-;-;Jundiaí - SP
83101039801;KIT LITERATURA INF 3 ANOS;83101039801;9,79E+12;-;-;-;-;-;Jundiaí - SP
83101039801;KIT LITERATURA INF 3 ANOS;83101039801;9,79E+12;-;-;-;-;-;Jundiaí - SP
83101039801;KIT LITERATURA INF 3 ANOS;83101039801;9,79E+12;-;-;-;-;-;Jundiaí - SP
83101040101;SAE ALUNO INF 4 ANOS SAE 1O VOL;83101040101;-;-;-;-;-;-;Jundiaí - SP
83101040101;SAE ALUNO INF 4 ANOS SAE 1O VOL;83101040101;PG26LA146SD00;26 LV ALUNO INF 4 ANOS 1O VOL SAE;INF;INF IV;Volume 01;Aluno;Jundiaí - SP
83101040101;SAE ALUNO INF 4 ANOS SAE 1O VOL;83101040101;PG26FA146SD00;26 FICHA ALUNO INF 4 ANOS 1O VOL SAE;INF;INF IV;Volume 01;Aluno;Jundiaí - SP
83101040101;SAE ALUNO INF 4 ANOS SAE 1O VOL;83101040101;PG26MA145SD00;26 MALETA ALUNO INF 4 ANOS ANUAL SAE;INF;INF IV;-;Aluno;Jundiaí - SP
83101040101;SAE ALUNO INF 4 ANOS SAE 1O VOL;83101040101;PG23SA145SD01;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS EMOCOES;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101040101;SAE ALUNO INF 4 ANOS SAE 1O VOL;83101040101;PG23SA145SD02;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS ALFABETO;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101040101;SAE ALUNO INF 4 ANOS SAE 1O VOL;83101040101;PG22BA145SD00;22 DATAS COMEMORATIVAS ALUNO INF 4 ANOS ANUAL;INF;INF IV;Volume único;Aluno;Jundiaí - SP
93101040101;DOM BOSCO ALUNO INF 4 ANOS 1O VOL;93101040101;-;-;-;-;-;-;Jundiaí - SP
93101040101;DOM BOSCO ALUNO INF 4 ANOS 1O VOL;93101040101;PG26LA146DB00;26 LV ALUNO INF 4 ANOS 1O VOL DB;INF;INF IV;Volume 01;Aluno;Jundiaí - SP
93101040101;DOM BOSCO ALUNO INF 4 ANOS 1O VOL;93101040101;PG26FA146DB00;26 FICHA ALUNO INF 4 ANOS 1O VOL DB;INF;INF IV;Volume 01;Aluno;Jundiaí - SP
93101040101;DOM BOSCO ALUNO INF 4 ANOS 1O VOL;93101040101;PG26MA145DB00;26 MALETA ALUNO INF 4 ANOS ANUAL DB;INF;INF IV;-;Aluno;Jundiaí - SP
93101040101;DOM BOSCO ALUNO INF 4 ANOS 1O VOL;93101040101;PG23SA145SD01;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS EMOCOES;INF;INF IV;Volume único;Aluno;Jundiaí - SP
93101040101;DOM BOSCO ALUNO INF 4 ANOS 1O VOL;93101040101;PG23SA145SD02;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS ALFABETO;INF;INF IV;Volume único;Aluno;Jundiaí - SP
93101040101;DOM BOSCO ALUNO INF 4 ANOS 1O VOL;93101040101;PG23BA145DB00;23 DATAS COMEMORATIVAS ALUNO INF 4 ANOS DB;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101040201;CELLULA MATER ALUNO INF 4 ANOS 1O VOL;83101040201;-;-;-;-;-;-;Jundiaí - SP
83101040201;CELLULA MATER ALUNO INF 4 ANOS 1O VOL;83101040201;PG26LA146ZU00;26 LV ALUNO INF 4 ANOS 1O VOL CELLULA MATER;INF;INF IV;Volume 01;Aluno;Jundiaí - SP
83101040201;CELLULA MATER ALUNO INF 4 ANOS 1O VOL;83101040201;PG26FA146SD00;26 FICHA ALUNO INF 4 ANOS 1O VOL SAE;INF;INF IV;Volume 01;Aluno;Jundiaí - SP
83101040201;CELLULA MATER ALUNO INF 4 ANOS 1O VOL;83101040201;PG26MA145SD00;26 MALETA ALUNO INF 4 ANOS ANUAL SAE;INF;INF IV;-;Aluno;Jundiaí - SP
83101040201;CELLULA MATER ALUNO INF 4 ANOS 1O VOL;83101040201;PG23SA145SD01;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS EMOCOES;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101040201;CELLULA MATER ALUNO INF 4 ANOS 1O VOL;83101040201;PG23SA145SD02;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS ALFABETO;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101040201;CELLULA MATER ALUNO INF 4 ANOS 1O VOL;83101040201;PG22BA145SD00;22 DATAS COMEMORATIVAS ALUNO INF 4 ANOS ANUAL;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101041401;SECULO ALUNO INF 4 ANOS 1O VOL;83101041401;-;-;-;-;-;-;Fortaleza - CE
83101041401;SECULO ALUNO INF 4 ANOS 1O VOL;83101041401;PG26LA146SE00;26 LV ALUNO INF 4 ANOS 1O VOL SECULO;INF;INF IV;Volume 01;Aluno;Fortaleza - CE
83101041401;SECULO ALUNO INF 4 ANOS 1O VOL;83101041401;PG26FA146SD00;26 FICHA ALUNO INF 4 ANOS 1O VOL SAE;INF;INF IV;Volume 01;Aluno;Fortaleza - CE
83101041401;SECULO ALUNO INF 4 ANOS 1O VOL;83101041401;PG26MA145SD00;26 MALETA ALUNO INF 4 ANOS ANUAL SAE;INF;INF IV;-;Aluno;Fortaleza - CE
83101041401;SECULO ALUNO INF 4 ANOS 1O VOL;83101041401;PG23SA145SD01;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS EMOCOES;INF;INF IV;Volume único;Aluno;Fortaleza - CE
83101041401;SECULO ALUNO INF 4 ANOS 1O VOL;83101041401;PG23SA145SD02;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS ALFABETO;INF;INF IV;Volume único;Aluno;Fortaleza - CE
83101041401;SECULO ALUNO INF 4 ANOS 1O VOL;83101041401;PG22BA145SD00;22 DATAS COMEMORATIVAS ALUNO INF 4 ANOS ANUAL;INF;INF IV;Volume único;Aluno;Fortaleza - CE
83101041901;DOM BOSCO BALSA ALUNO INF 4 ANOS DOM BOSCO BALSA 1O VOL;83101041901;-;-;-;-;-;-;Fortaleza - CE
83101041901;DOM BOSCO BALSA ALUNO INF 4 ANOS DOM BOSCO BALSA 1O VOL;83101041901;PG26LA146DL00;26 LV ALUNO INF 4 ANOS 1O VOL DOM BOSCO BALSA;INF;INF IV;Volume 01;Aluno;Fortaleza - CE
83101041901;DOM BOSCO BALSA ALUNO INF 4 ANOS DOM BOSCO BALSA 1O VOL;83101041901;PG26FA146SD00;26 FICHA ALUNO INF 4 ANOS 1O VOL SAE;INF;INF IV;Volume 01;Aluno;Fortaleza - CE
83101041901;DOM BOSCO BALSA ALUNO INF 4 ANOS DOM BOSCO BALSA 1O VOL;83101041901;PG26MA145SD00;26 MALETA ALUNO INF 4 ANOS ANUAL SAE;INF;INF IV;-;Aluno;Fortaleza - CE
83101041901;DOM BOSCO BALSA ALUNO INF 4 ANOS DOM BOSCO BALSA 1O VOL;83101041901;PG23SA145SD01;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS EMOCOES;INF;INF IV;Volume único;Aluno;Fortaleza - CE
83101041901;DOM BOSCO BALSA ALUNO INF 4 ANOS DOM BOSCO BALSA 1O VOL;83101041901;PG23SA145SD02;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS ALFABETO;INF;INF IV;Volume único;Aluno;Fortaleza - CE
83101041901;DOM BOSCO BALSA ALUNO INF 4 ANOS DOM BOSCO BALSA 1O VOL;83101041901;PG22BA145SD00;22 DATAS COMEMORATIVAS ALUNO INF 4 ANOS ANUAL;INF;INF IV;Volume único;Aluno;Fortaleza - CE
83101040601;GABARITO MG ALUNO INF 4 ANOS 1O VOL;83101040601;-;-;-;-;-;-;Jundiaí - SP
83101040601;GABARITO MG ALUNO INF 4 ANOS 1O VOL;83101040601;PG26LA146GA00;26 LV ALUNO INF 4 ANOS 1O VOL GABARITO MG;INF;INF IV;Volume 01;Aluno;Jundiaí - SP
83101040601;GABARITO MG ALUNO INF 4 ANOS 1O VOL;83101040601;PG26FA146SD00;26 FICHA ALUNO INF 4 ANOS 1O VOL SAE;INF;INF IV;Volume 01;Aluno;Jundiaí - SP
83101040601;GABARITO MG ALUNO INF 4 ANOS 1O VOL;83101040601;PG26MA145SD00;26 MALETA ALUNO INF 4 ANOS ANUAL SAE;INF;INF IV;-;Aluno;Jundiaí - SP
83101040601;GABARITO MG ALUNO INF 4 ANOS 1O VOL;83101040601;PG23SA145SD01;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS EMOCOES;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101040601;GABARITO MG ALUNO INF 4 ANOS 1O VOL;83101040601;PG23SA145SD02;23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS ALFABETO;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101040601;GABARITO MG ALUNO INF 4 ANOS 1O VOL;83101040601;PG22BA145SD00;22 DATAS COMEMORATIVAS ALUNO INF 4 ANOS ANUAL;INF;INF IV;Volume único;Aluno;Jundiaí - SP
83101042601;MUNDO UP ALUNO INF 4 ANOS MUNDO UP 1O VOL;83101042601;-;-;-;-;-;-;Jundiaí - SP
